ā,吖呵啊𠼞𥥩腌𨉚锕錒阿
jǐn,仅侭僅儘卺厪堇婜嫤㝻尽巹廑慬𢬬斳槿㯸𣝌漌㹏瑾盡𥖜𥧲𥯑紧紾緊䌍䐶䒺菫蓳謹谨𨚡䤐錦锦䥆饉馑䭙𪏴
jìn,仅伒僅僸儘凚𠞱𠞾劤劲勁𠢱𠢵𠬶吟唫𠾤𠾬噤嚍堇墐壗妗嫤嬐𡢳嬧𡥦𡥨寖尽𡺽𢉅𢙿慬㦗𢬶搢𢱷㨷𢽖晉晋㬐㬜枃𣓏榗㯲歏㱈殣浕浸㴆湛溍濅濜𤄼㶦烬㶳煡燼𤘡琎瑨𤧫瑾璡璶𤵞盡䀆祲禁䆮𥧲笒紟䋮縉缙䌝𦎷臸𦧈䑤荩𦽔藎䗯𧔷覲觐赆䝲賮贐近进進金鋟靳䫴𩖗馸䶖齽
jīng,京亰仱兢𠳬𡁔坕坙婛巠𢀖𢈴徑惊旌旍晟晶𣋢𦜳橸殑氏泾涇𣻒㸒𤜰猄𤷦睛秔稉𥠛箐粇粳精経经𦀇經𦂠聙腈茎荆荊莖菁葏𦽁𦾿蜻𧓔𧚫𧤵醒鋞青䪫𩓨驚𩳯鯨鲸𩹢鵛鶁鶄䴖𪂴𪇒麖麠鼱
jǐng,丼井儆刭剄𠭉𠭗坓㘫宑幜憬憼擏𢹘景暻𠑱汫汬烴獷璄璟璥𤰳睛穽肼𧑊蟼警䜘𨙷𨥙阱頚颈頴頸𩻱
jìng,井俓倞傹净𠗊𠗌凈劲勁𠦋𠲮𠷐境妌婙婧㢣弪弳㣏径徑憼擏敬㬌曔桱梷檠殑𣬙浄淨㵾瀞獍痉痙𥅸竞竧竫競竸𥯙𥶹精经經胫脛𦥍葝𦳲䔔誩䝼踁𨁎迳逕鏡镜𨵼陘𩃋𩇕靓靖靘静靚靜竟𩓞𩩋𩰹䵞
jing,燝
jiōng,冂冋冏𠕕坰坷垧埛𢂶扃扄𣅻𣕄泂浻瀅絅蘏蘔銄𨴀顈駉駫𪔃𪕍
jiǒng,侰僒冂冋冏𠖷㓏𡆩囧𢄗㢠㤯扃昋𣔲㯋泂浻澃炅炯烱煚煛㷗熒㷡𤌇熲燛窘絅䌹綗𦀝臦臩𧍮褧迥逈䢛鎣颎顈𩓺𩚱
jiòng,䅃
jiū,丩九𠃖𠕴𠖬𠚨剹𠠳勼啾噍𠿈𢀙𢜥愁㥢㧃揂揪揫摎救𣁭朻樛𣟼湫牞㸨𤴥㽱𤴦𤴪𥠃稵穋究𥤳䆶糺糾纠繆𦭺萛𦱠𦱱𦱲𦽬蝤𧳫赳䡂𨳊阄𩏶𩏷𩭓鬏鬮𩱼鳩鸠𪀏
㺵,
jiǔ,久乆九乣𠛩𠜉𠴄奺𡚮㡱杦氿汣𣲄灸𤉥玖糺紤舏酒镹𨾉𨾞韭韮
jiù,𠃺倃僦𠙔𠜃匓𠣿匛匶厩咎𡆥㙀㝌就㠇廄廏廐𢑇㤹慦捄㩆救𢽭旧柩柾桕欍殧㲃湫㺩疚𤷑𥆷𥘦䅢究䆒䊆䊘𦠢臼舅舊𦭻䓘𧡑䛮𧫾赳𧾻䡂𨖏𨘂𨘮𩒦䬨𩢹𩶧鯦䳎䳔鷲鹫麔齨
jiu,𣐤蹴
jū,且仇佝俥俱凥𠟰匊𠤄𠮑告𠰾㖩娵娶婮𡨢𡫬居㞐𡱾崌𡸘𡸨㡹抅拘挶捄据掬揈揟㪺梮椐沮泃涺𣻐狙琚疽痀眗𥇛砠𥕑𥘮租䅕𥪏𥷚𦀣罝𦛓腒𦜛臄艍苴菹𦱅蛆蜛裾諊𧵞䝻𧹕𧺤趄跔踘𨁺車车軥䢸𨛮鋦锔𨧙鋸锯𨨠陱雎鞠𩋜鞫𩍔𩍸䪶駒驹驕鬻鮈䱟鴡鶋𪂓𪗖
jú,侷𠋬僪𠜹𠨭𠩉啹𡉎㘲婅𡨅局屈𡳘𡶋巈𡿾㥌𢩁拘拱㩴𣎛𣐊桔椈㮂𣓌𣖣橘檋毩毱泦淗湨焗𤓯犑𤜔狊㹼㽤𤼳𥢧𥮗粷䋰𦅽䎤𦙮䏱𦥑菊蓻𦺖䕮蘜𧄛䗇𧤑䜯𧷾趉𧻗趜𧽻𧾣𧿻跼蹫蹻躹𨋔𨋧輂䡞𨍯𨗝郹䤎鋦锔閰𨸰雛䪕𩛺駶𩧺驧𩫴𩬜𩭊𩳵䰬𩷐䱡䳔𪀣鵙鵴鶪䴗鼰鼳
jǔ,举咀𡕖𡢒岨弆𢤫拒拘挙𢯺擧𣌬枸柜椇榉榘櫸欅沮疽𥄷𥈋矩䃊䄔䅓筥𥯔𥴧籧𦇙聥𦞇𦥑舉莒萭蒟襷𧺹踽䢹郰鉏鋤齟龃䶥
jù,乬俱倨倶𠉧具冣𠙆𠚵剧劇勮句㘌坥埧埾壉𡒍姐姖㜘𡥶寠屦屨㞫岠㠪巨巪忂怇怐怚𢚆惧愳懅懼拒拠据㨿㩀據昛㬬𣍇㯯歫沮洰𣶝渠澽㵵炬烥焣𤔋𤖵犋𤢓珇𤷢𥂃䀠𥇛𥉁瞿秬窭窶𥬙䈮簍𥲜簴𥴪粔𦊐耟聚𦗻𦟳苣菹蒩蔞𦼈𧂜蘧處虡蚷螶袓裾𧝲𧣒𧣻讵詎䛯豦𧲋貗𧸧趡足跙距踞躆遽邭鄒𨝮鄹䣰醵钜鉅鋸锯鐻𨸰雛𩉸颶飓𩜃駏駒𩧒𩰤𩴘鮍鮔䱟𩿝𪀏𪁥䵕䶙
ju,爠
juān,勌𠡶勬圈姢娟𡱑𢝓捐朘梋泫涓焆瓹𥅬睃䅌脧𦬾𦮻䖭𧎖蠲裐身𨌫䣺鋑鋗𨩸鎸镌鐫鞙𩎳𩔱𩘒鵍鵑鹃
juǎn,卷呟圈埍埢𡫂帣𢃩𢋄捲擐㷷𤎱𦊌臇𦢿菤蕊蜷𧕲踡錈锩闂𨹵𩏗𩜇𩠉𩟥
juàn,倦𠔉劵勌𠢚卷圈奆𡘰婘𡡀巂巻帣𢍏㢧𢎠𢎥弮㢾悁惓慻捲㪻桊棬𣙢㯞𣚓𣜨𣬋𣬏淃狷獧瓹甄𤲨𤺻𥁠眩眷睊𥆞睠䄅𥱽䌸絭絹绢𦁆縳罥羂腃𦦽萒𦳽蔨𦼱䖭襈䚈𧭦𧯦𨆈䡓鄄𨤑鋗隽雋韏𩏹飬餋𩜇䳪
juē,嗟噘𪨗屩𢱺撅撧𢴭繑𫏋蹻𩌡鞽
jué,𠀔乙亅𠄌𠄑倔𠊬傕𠎮决刔𠜾劂㔃勪㔢𠢤匷𠨊厥𠫃叕吷啳𠶸噱嚼𡈅埆壆夬𡚠妜孒孓屈𡲗屫𡳾崛崫㟲嶡嶥𡾜𢁪𢎹弡𢏷彏𢔱𢖦㤜憠憰戄𢨏𢩯抉挗捔掘𢯅撅㩱攫斍𣅡㭈柽桷梏㭾構𣖬橛橜㰐欔欮殌㲄𣬎氒決泬潏㵐灍焳熦燋㷾爑爝㸕爴爵𤛦狂㹟𤞴𤟎獗玃玦玨珏㻕瑴璚疦瘚𤹋𤼗䀗𥄴𥆌䁷矍矞矡𥏘砄𥕲𥛯穱𥤘穴𥪊䇶䊽𥾮絕絶绝𦁐繘䍳𦏅𦓐䏐䏣脚𦛲腳䐘𦠒臄𦪘芵蕝蕞蕨虳蚗蛙䖼𧍕蟨蟩蠼𧗫袦䘿䙠𧝃覐覚觉覺角觖𧣸觳𧤼觼𧥎訣诀譎谲𧮫𧮬䝌𧱝貜𧺐赽趉䞷𧼨𧽸𧾵趹𧿺䠇蹶蹷蹻躩䡈𨊿較𨏹逫𨟠䣤䤎鈌鐍鐝镢𨬐𫔎𨰜钁䦆闋闕䦼𨼎𨼱𩊺𩍷𩏺𩓻駃𫘝騤𩧏𩧡髉𩪗𩰨鱖鴂鴃𫛞䳏𪁠鶌鷢𪈴䶂𪖜𪚅龣
juě,䞵䟾蹶
juè,倔撅𣨢𥈾誳
jūn,军匀𠣕君𠀹均㚬姰𢻸旬桾汮皲皸皹碅筠𦇘𦌺莙菌蚐袀覠䝍𧽔軍鈞钧銁銞鋆鍕鮶鲪麇麏麕龜龟
jǔn,𢉦
jùn,俊㑺儁㒞卷𠨢㕙呁㖥埈㝦寯峻懏捃攈𢹲攟晙棞浚㴫濬焌焞燇狻珺㻒㼱𤮪㽙畯睃𥇘𥚂𥜮𥡣竣䇹箘箟䐃菌葰𦴌𦵼蔨䕑蜠訇𧥺䜭𧯖𧱝䝍𨌘郡𨛐𨲄𨶊陖隽雋餕馂駿骏鵔鵕鵘𪍁𪕞
kā,呿咔咖咯喀擖㮟衉䘔
kǎ,佧卡咔咯垰胩裃鉲
kāi,㚊奒𡙓开𢔡揩𢾆㱾𤡲𥻄𦂄𦈲䤤锎鐦開𨴆
kǎi,凯凱剀剴𠢲嘅垲塏嵦𢋝恺慨愷暟楷𥃣䁗𥏪䐩䒓蒈豈䠽輆铠鍇锴鎧閡闿闓雉颽
kài,劾勓喝喫嘅𡁁𡳂幆忾愒愾𢢚㪡核欬欯渴溘濭炌炏烗𤉫𤐩𤸱𤻜𥎆輆䡷鎎𩋧䫦𩫀
kān,刊勘㘛堪嵁𡺗𢦟戡㪁栞𤬪看䁍𥑫𦞖𧡵靬𩑟龕龛
kǎn,侃偘冚凵𠝲𠪚坎埳堿塪㙳𡸞惂扻槛檻欿𣣒歁𣽌㸝砍𥑫𥤱𥦔竷莰䖔𧇦衎𧱄輡𨍜轁轗𩐬𩒃𩓟顑䫲𩜱
kàn,喊坎墈𡚜𡶪崁嵌𢙮𣊟監䀍看瞰矙𥍓𥓒碪磡竷薟䘓衎𧯰輱𨒞阚闞餡䳚𪉯
kāng,𠾨𡐓嫝㝩𡵻嵻康㢜忼慷杭槺㱂漮㼹𤮊𥉽砊𥕎穅䆲粇𥹺糠荒䗧𨀫𨂟𨄗躿𨎍邟𨝎鏮闶𨻷鱇𩾌
káng,扛摃𢴦
kǎng,伉𠻞奋𡻚𣔛䡉骯
kàng,亢伉匟囥坑康㢜抗杭沆炕犺砊𥒳羫邟鈧钪閌闶䦎阬𪎵
kāo,尻嵪訄䯌𩩾髛
kǎo,丂拷撟攷𣐊栲𣧏𣨻𣩅洘烤熇㼥𥬯𥹬考薧䯪
kào,𡭳搞槀槁洘焅熇犒稾䎋䐧𧋓𨃤𨘴銬铐靠𩝝䯪鮳鲓鯌
kē,𠏀匼呵𠲙嗑坷𡸡嵙𡻘𢈈𢩘搕柯棵榼樖𣧤𣩱牁𤖇㸯犐珂𤰙疴痾𥃕瞌砢䂺磕礚科𥝹稞𥠁窠𥧇窼䈖簻䌀胢𦝣䐦苛萪薖蝌𧎗𧨵𧵛趷𧿫軻轲𨍰𨏿醘𨢸鈳钶鉿錒𩏭頦颏顆颗𩜭䯊髁𪍎
ké,咳壳揢殼翗頦颏
kě,可坷岢㞹嵑嶱𢩐𢼐敤㪙㪡㪼棵毼渇渴㵣炣𤸎盍碣磆磕轲䡷顆䫘𪀉𪓮
kè,克刻𠛳剋𠡜勀勊𠡤𠢹㕉𠩧㕎𠪒𠪟可𠳭𠶲喀𠷄嗑堁娔𡞢客㝓尅𡱼峇恪㤩悈愘愙㥛𢩏𢾩歁𣩄𤛗氪𣲊𣹇溘濭𤸱𥊉硞碦𥔽礊科䆟𥦨𥯚緙缂艐䓇𧈗蚵袔䙐𧛾𧜡𧠋課课錁锞騍骒𩭽𩰻𩱘𪃭䶗龕
ke,喀
kēi,刻剋尅
kēn,𩎤
kěn,𠳁啃垦墾恳懇𣍟𣥤𤀊狠𥖞肎肯肻豤貇錹𨼯頎齦龈
kèn,垠掯㸧珢硍裉褃
kēng,𠠷劥𠡮吭坈坑奟妔𡷨挳㧶揁摼㰢𣢐𣢴殸𣫒牼䀴𥉸𥑅硁𥑒硍硎𥒁硜𥒱硻䃘𥥳脛𧀘誙踁𨋔𨌳𨌶𨍑䡩䡰鉺銵铿鍞鏗阬
kěng,𡞚忐硻䡰
kōng,倥𠀝埪㚚崆𢃐悾控𢷙𢽦椌㲁涳硿𥔇䅝穹空箜𦱇𧌆𧚬躻錓鵼𪔣
kǒng,倥孔𡤿恐㤟悾𢪬𣏺𤤲空𥥅𦶐𩲧
kòng,控㸜𤗇矼空𦁈腔鞚
kōu,𠛅刳剾嫗𢂁𢄠彀彄抠挎摳𣂻毆眍眗瞘䁱𦬅芤鏂
kǒu,劶口𢼃𤘘㸸竘𨙫𨥴
kòu,佝㓂冦區叩㜌𡠆宼寇𡯷怐𢚫𢟭扣敂㰯溝滱𣻎𣿟瞉𥊧窛筘簆𥲃𫃜䍍茠𦴎𦶲蔲蔻𧥣釦𩀠鷇䳹𪄺𪇄
kū,刳𠠶古哭㗄𡀙圐圣𡉄堀𡑚𡑣𡗵𡶏崫𡼿𢏆扝挎掘搰㩿㪂𢼁朏枯桍𣗺㱠㲄泏㵠𥈷𥌄䂗矻𥟾窋窟𥧋䉐𦜇𦡆𧠂𧷎跍郀䧊𩑔𩑡𩑶䯇骷𩨳鮬𪇄𪍠
kú,𦛏
kǔ,𡞯楛狜䇢𥯶苦𩇵
kù,俈喾𠺟嚳㠸库庫廤捁焅瘔硞秙𥞴絝绔䔯𧊘袴裤褲趶𧿉𧿋跨𨐡酷𨡱𩊓𩱙鮬𪌓䵈齁
kuā,𠇗𡇚夸𡗢𡗸姱㛻恗晇𥑹絓舿𦮃華䓙誇跨䠸𨕺𨵧䦱䯞
kuǎ,侉咵垮夸㡁𢄳楇胯袔跨銙錁𩊓顝
kuà,㐄𡕒夸𡱼𢓢挎𥏤胯跨𨃖䦚骻髁
kuǎi,𠣲𡚅㧟擓𣫉䓒𦳋蒯𩦱
kuài,会侩傀儈凷𠜐㔞㕟哙噲圦块㙕塊墤㟴𡼾巜廥快𢢞𢾒旝會檜㱮浍澮㹟狤狯獪璯𥢶筷䈛糩𦔦脍膾蒯蕢𫐆郐𨛖鄶䭝駃䯤鬠魁鲙鱠
kuān,完宽寛寬𣎑𥦀臗鑧髋髖
kuǎn,𢕫𢴪梡棵㯘欵𣢻款歀㱁𣽟𥟓窽窾䕀䥗顆䲌
kuāng,㑌劻匡匩哐㚚恇𢼑𢼳框洭𤝿硄筐筺𦚞䒰䖱誆诓𧻔𧻺𨀕軭𨏆邼𨴑𩢼䯑𩬹
kuáng,呈忹抂枉框𣴥狂狅𤞇㾠𦥰誑诳軖軠迋逛𨖢𩷗鵟
kuǎng,儣壙夼懭爌
kuàng,丱兄况卝圹壙岲𡶢𡾇廣懬旷昿曠𣍦框𣒸況湟爌眖眶𥈏矌矿砿磺礦穬䊯纩絋絖纊𦚞𧥌貺贶𧿈𨇁軦邝鄺𨥑鉱鋛𨨭鑛䵃𪍿黋𪏪
kuī,亏刲𡐠𡓰𡤞岿巋悝㨒𥁇盔窥窺聧蒍蘬虧𧢦𧻲闚𩏣顝䯓𪖢
kuí,𠊾喹𡌤㙓㙺夔奎巙𢌳𢜽戣揆𩠮晆暌楏楑櫆歸犪𤵮睽𥜶𦝢葵藈䕫蘷虁䖯蝰𧍜𧡦𧢦䞚䟸踩䠏䠑躨逵鄈䤆鍨鍷闋隗𨾎䧶𨾗頄頯䫔𩕜馗騤骙𩲅魁𩲷𩵉鮭𩹍䳫𪆴
kuǐ,傀㒑㚍奎尯𢜽𢼀𣄲𣥮煃磈䃬窺𥪊缺𧻜跬䠑蹞逵頃頍𩓗䫥魁
kuì,𠣠匮匱㕟喟嘳𠿥𡒾㚍媿嬇尯𡯵巋愦愧憒樻欳歸𣧼殨溃潰𤆂𤏜睽瞆瞶𥏙篑簣籄聩聭聵胿腃膭臾蒉蕢䕚𧂠𧄑𧑋䙆䙌䙡𧝷𧡫觖謉𧷛䠿𨣈鐀鑎馈餽饋䯣䰎
kūn,𠚯卵坤堃堒𡖉婫崐崑㡓昆晜㱎混潉焜熴猑琨瑻𥊽𥚛罤𦌸䐊菎䖵蜫裈裩褌𧥊豤貇醌錕锟𨱙䪲頑𩓽餛騉髠髡髨𩭋鯤鲲鰥𩻋𩽞鵾鹍鶤𪋆
kǔn,壸壼悃捆㩲𣏔梱硱祵稇稛綑𦄐𦓾𧋕裍𨁉䠅閫阃閸𩨫齦𪘩
kùn,困𢈛昆㫻𣏔𣰘𣱂涃睏𧋕𩤋
kun,尡
kuò,𠚳𠠎㗥噋噲𡎒𡻙廓𢠛懖扩拡括挄擴會栝桰漷濶燭𤫵㾧𥕏秳筈𦧍𦧔萿葀蛞䟯适𨓈鄺𨨱䦢闊阔𨶐霩鞟𩋻䩹鞹韕頢髺䯺鬠𪗽
lā,㕇啦喇垃㡴拉搚摺㩉柆𣤊㱞𤛊𤰚砬磖翋𦒆䏠菈邋𩃜𩤲𩨉
lá,剌喇嚹𡉆拉揦旯𤰚砬磖
lǎ,喇拉𥗿𥘁𦎏藞䖃
là,儠剌𠾩𡅘𢃴𢈠𢉨𢤆拉揦揧擸攋楋㯿溂𤀦𤊶爉㸊㻋㻝瓎瘌癩𥀥𥀰𥈙䂰𥖍䃳𦅶𦆻𦇛𦒦䏀腊臈臘䓥落蜡蝋蝲䗶蠟𧗩𧙀𧞪𧩲辢辣𨭛鑞镴𩑮𩘊𩧆鬎𩯽鯻䱨䱫鱲𪇹䶛
la,啦喇嚹垃拉𤷟蓝藍鞡𩋷
lái,來俫倈𠎙唻婡崃崍庲𢑬徕徠㥎来梾棶𣖤涞淶猍𤢗琜𤦃𤲓䅘筙箂䋱𦓹莱萊䚅𧯲𧳕𧳟𨂐䠭逨郲釐铼錸䧒顂騋鯠鶆麳黧𪑚
lǎi,㚓𢅭䂾𧵭𨦂
lài,來倈𠘝勑厲唻𡂖𡃄𡓒娕婡徕徠懶攋櫴濑瀨瀬㸊𤢵癘癞癩睐睞䄤籁籟𦆋䓶藾襰䚅誺赉賚賴赖𨇆逨釐頼顂𩳆䲚鵣𪈈
lán,㑣儖𠓖兰㔋厱啉𠼖㘓㘕囒婪㜮𡮻㞩岚嵐𢅡幱𢉧𢊓惏𢛓懢㦨拦攔斓斕暕𣋣栏欄欗㳕漣澜濫瀾灆灡燣燷璼𥌻礷𥜓䆾篮籃籣䍀繿䑌𦧼葻蓝藍蘭褴襕襤襴襽譋谰讕𧼖𨅏𨅬躝𨊔郴镧𨬒鑭钄䦨闌阑𨷻𩈵䪍韊𩔵䰐𪇖
lǎn,𠓭囕壈𡒄𡓔婪㛦嬾孄孏𡽳廩懒懔懶揽㨫㩜擥攬榄𣛱㰖欖浨漤濫灠𤑸爦𤣟䄤𥦝䈒缆䌫纜罱览覧覽𧮤𨎹醂𨣸顲𩟺
làn,僋嚂坔壏㜮𢒞𢹙㱫湅滥濫𤂺𤃨灠烂煉燗爁爛爤瓓䃹𥗺䆾糷䑌蘫覽諫𧸦連𨣨鑭闌𩉀
lāng,啷
láng,勆哴嫏㝗㟍㢃廊𢽂斏桹榔欴㱢浪狼琅瑯㾿𥍫硠稂䆡𥧫筤羹艆莨蓈𦵧蜋螂踉躴䡙郎郒郞𨞿鋃锒鎯𨱍阆𩛡駺䯖𩷕䱶𪁜
lǎng,俍㓪𠻴塱㙟㝗崀㟍悢㫰𣊧朖朗朤榔樃樠㮾烺狼䀶𥇑脼蓢𧚅誏閬
làng,𠺘埌崀𢳑㫰浪𣻡狼琅筤䍚莨蒗𦺫䕞誏𧻴踉郎閬阆𨶗𩲒𩳤
lang,唥
lāo,捞撈粩
láo,𠈭僗劳労勞哰唠嘐㗦嘮𡑍嫪㞠崂㟉㟹嶗𢚄憥憦𢭂㨓朥𣘪浶潦澇𤎤牢𤛮𤩂痨癆䃕磱𥢒窂簩𦺜蟧䜎䜮䝁轑醪𨣃铹𨦭鐒𨲮顟髝䲏𪁔
lǎo,佬僚咾𡂕姥嫽恅㧯栳橑𣠼潦狫㺐獠珯𤶁硓䇭耂老𦒴荖蓼䕩蛯䝤轑𨡤銠铑鮱䳓𪀧䵏
lào,僗勞唠嗠嘮嫪𡬘憦撩橯𣟽涝潦澇烙𤉍牢癆𥢒絡络耢耮落𦺜𧢋䜎𧯍躼軂酪𨣃
lao,𦛨
lē,嘞𡃖肋
lè,乐仂勒㔹叻㖀忇㦡扐𣂒楽樂氻𣲒泐牞𤟓玏𤨙㿭砳𥖪竻簕艻阞韷𩐾鰳鳓
le,了餎饹
lēi,勒擂
léi,㒍儡儽㔣㗊𡈶壘壨婁嫘𡰠𡻱𡾋㠥𢴱擂𣀀樏𣚎檑櫑欙𣡧㵢㹎𤜖𤡂瓃𤮎𤮚𤮸畾𤳳𤳴𤼘盧𥍔磥礌礧𥤐累縲缧纍纝罍䍣羸䐯𦣄蔂蘲虆𧒜𧒽𧞭轠𨏒𨞽鐳镭鑘雷䨓靁𩴻鱩鼺
lěi,傫儡㒦儽厽𠱤垒塁壘㙼𡚗𡻭𡼊𡾋𡾖㠥𡿉𡿛𢹮樏櫐櫑𣠠𣡺洡漯㵽𤃻灅㶟𤡂𤢹㼍瘣癗㿔矋𥑶磊磥礌䃬礧礨𥗬䉂累絫纍𦇄耒𦓥腂䐯𦢏蕌蕾藟蘽蠝誄诔䛶讄𨄱𨊚䣂郲鑘鑸𨻌鸓䴎
lèi,㑍儡㒦𡔇擂攂𣀜檑𣨅㲕泪洡涙淚㴃𥅦礌礧祱禷𥣬𥤐䉪类累纇纍肋䒹蘱𨀤䢮䣦酹銇錑𨶺雷𩑚頛頪𩔗類颣𩛝𥗶䮑𩵓𪑯
lei,勒嘞
lèn,啉
lēng,㘄棱
léng,塄崚棱楞𥈮碐稜䉄𦼊薐𧼔踜𨈓輘䬋𩩡
lěng,冷
lèng,倰堎愣棱楞㱥睖稜踜輘䮚
lī,哩
lí,丽𠌯儷㒿刕𠛘剓㓯𠞙剺劙厘𠭰喱𠻗𠼝𠾆嚟𡃷囄㛤嫠孋𡥽孷㠟𡿎𢄡廲𢌈悡𢛮𢟢𢟤㦒𢤂𢮃斄𣀷𣁟杝柂𣐬梨梩梸棃樆𣘬㰀𣞴㰚𣫥𣮉氂𣯤㴝漓灑灕㷰𤗫犁犂㹈𤚓犛狸琍璃瓈𤭜盠睝𥊈𥌛矖䄜离䅻𥣥穲竰筣篱𥲧𥲪䉫籬䊍糎𥻿𥼅䋥缡𦃇縭纚罹䍠䍦𦔓𦢱艃荲莉菞蓠䔆䔣䔧蔾𦺙藜𧄚蘺𧅯䖥蜊䖽𧋎𧋠䖿蟍𧑇蠡蠫𧕮𧕯𧚩褵䙰𧥖謧𧫬𧮛貍𨄛𨇎邌𨛫䣓𨝏𨝖𨝟酈䣫醨釃𨤫釐鋫錅鏫鑗𨯽離𩁟霾𩆲骊𩥬𩥴𩧋驪𩭇鯏鲡䱘鯬𩻌鱺鹂𪁐鵹𪅆鸝麗𪌱䴻黎䵓𪏵𪏼𪐅黐䵩黧𪑚𪒔𪖂
lǐ,俚兣𠚄哩𡆯娌峛峢峲𢏃悝𣀂𣀷李欐欚浬澧𣿞㸚理㾖𥎓𥎔礼禮𥴡粴𥽈纚𦎐𦕸𦪶𦫈𧅮𧋠𧍀䗍蟸蠡裏裡豊逦𨓦邐𨛋醴里䤚鋰锂𨴻䧉離𩳓𩷋鯉鲤鱧鳢鱺𩽵麗𪕴
lì,丽仂位例俐俚俪㑦傈𠌯儮儷㒧凓𠘞𠘟列利𠛦𠝄𠞉𠞤㔏𠠏𠠝力𠠵励𠢠勵历厉𠩵𠪄厤厯厲𠪺𠫌叓叕叻吏呖㕸哩唎唳㗚嚦㘑囇坜塛壢娳婯𡤌孋𡫯𡮰𡯄𡳸屴岦𡸉㟳巁𡾒㠣𡿋㡂𢍼㤡㤦悧悷慄𢡑𢤆𢤩𢨨戾𢩑扐扚㧰捩搮擽𢸀攊攦攭𢻠𣀥暦㬏曆曞𣌅𣌜朸枥栃栎栗栛棙㮚𣖊㯤檪櫔櫟櫪𣟌欐歴歷𣦯𣧿㱹𣫧沥𣲒沴泣涖淚溧濼濿𤁼瀝𤃀𤄽𤇃爄爏𤔨㸚𤖢𤘃犡𤜜猁𤟑𤠫𤡿𤢴㺡珕珞㻎瑮㻺𤩮瓅瓑瓥㼖㽁㽝𤳓疠疬㾐痢𤹇𤹈癘𤻤癧㿛𤼚皪㿨𥁟盭𥉆䁻𥌤𥌮𥌿砅砬砺砾硌𥒢𥓃磿䃯礪礫礰禲𥝢秝䅄𥠲𥨻立𫁡䇐笠𥬭篥𥶗𥷅𥷗粒粝𥻑䊪糲𥽗綟𦃊𦅺纅𦇔䍥䍽翮𦘊脷𦜏𦠓𦪾苈苙茘荔莅莉䓞蒚蒞䔁䔉藶䕻𧄻蚸蛎𧉲蛠蜧蝕蝷𧒈蠇蠡蠣𧓽䘈𧔝𧘫𧙉𧢝䚕𧤜觻𧥖詈𧧋讈𧯏𧰡𧲡𧴠赲𧽲䟏䟐跞𨁸𨃙躒𨇗𨊛䡃轹𨍫𨍮轢轣𨏬𨘸郦䣓𨜼𨞺𨟑酈𨢌䤙鉝銐錑鎘𨪹𨬑鑠䥶𨷦隶𨽹𨽻隷隸離雳𩄞𩅩𩆝靂靋颯䬅𩗅䬆𩗭𩘟𩘡𩙖𩞨䮋𩣫䮥𩧃𩪸鬁𩯺鬲䰛䰜𩰲鬴𩱇𩴣䲞𩶘鱱鱳𩽏鳨鴗鷅𪅼䴡麗麜𪓀𪖍𪗁䶘𪙺𪙽
li,哩瓈裏裡里
liǎ,俩倆
lián,亷令僆𠔨劆匲匳嗹噒奁奩㜕嫾㝺㟀帘㡘𢅏𢅖𢉧廉㢘怜㥕慩㦁憐搛斂𣀃梿槏槤𣝈櫣涟溓漣濂濓㶌熑燫𤣆㺦璉㼓𤬓㾾𤾲䁠瞵磏䃛𥖝䆂𥲥簾籢籨𦈐縺𦆆羸翴𦔖联聨聫𦖾聯聮䏈臁苓莲蓮薕螊𧐖蠊裢褳䙺覝𧡙謰譧𧸖蹥𨎷𨏩𨏶连連鎌鏈𨬁鐮镰䥥𨽷零𩄡䨬䭑𩞙鬑鲢鰱𪍴𪐋𪐍𪖳𪚁𪛒
liǎn,𠗳嬚㦁摙敛㪘斂槤㯬㰈㰸歛溓𤑿琏璉𤬓𤼏稴䌞羷脸膦臉蓮蔹薟蘝蘞裣襝輦連鄻醶𩟅𪍦
liàn,𠋖僆𠒵𡆕堜媡㜃𡟤孌㜻恋戀摙撿攣㪝楝𣞰欄𣟺殓㱨殮浰湅潋澰𣿊瀲㶑炼煉𤒦𤗛瑓㼑𤹨稴𥽸练練纞𦣸萰𧍴𧐖𧡴𧸘𧽫連链錬鍊鏈鰊鱄
liáng,亮俍凉㔝墚𡑆𡮎惊梁椋樑涼𤙝㹁𥛫粮粱糧綡良莨蜋諒䝶踉𨄈輬辌𨎍𨎛䣼量𨵶靚𩘁䭪𩞯駺
liǎng,両两俩倆𠓜㒳兩㔝𠯱唡啢掚𣓈𥈘緉脼良䓣蜽裲䠃蹣閬䩫𩗾魉魎
liàng,亮倞兩凉哴喨悢𣄴晾涼湸㾗䀶䁁諒谅踉輌辆輛量鍄𨱉靓
liang,煷簗
liāo,撩蹽
liáo,佬僇僚𠐋𠖂勞𠨥𠺕嘹㙩嫽寥寮尞屪嵺𡻪嶚嶛𢄷廖𢊻廫憀憭𢨺摎撩𢸘𢼙敹𣁰料暸樂樛𣟆漻潦㵳燎爎獠璙疗𤵠療窌竂𥲊簝繆繚缭聊𦕵𦗖膋膫𦪕䒿𦺹藔𧂏蟟蟧𧝜䜍䜮豂䝀䝤賿𧽽蹘轑辽𨖚遼鏐鐐镽䨅𩖝飂飉髎𩯊鷯鹩𪌵
